uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q391517,Robert Henry Lawrence,1935,education,http://www.wikidata.org/entity/Q5378133,Englewood Technical Prep Academy,1,high school,1921-1940
http://www.wikidata.org/entity/Q391517,Robert Henry Lawrence,1935,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q391517,Robert Henry Lawrence,1935,education,http://www.wikidata.org/entity/Q897052,Bradley University,2,private not-for-profit educational institution | private university,1921-1940
http://www.wikidata.org/entity/Q4131995,Sergey Nikolaevich Gaidukov,1936,employment,http://www.wikidata.org/entity/Q737127,TsNIIMash,2,research institute | facility,1921-1940
http://www.wikidata.org/entity/Q41432,Robert L. Stewart,1942,education,http://www.wikidata.org/entity/Q624090,University of Southern Mississippi,3,public educational institution of the United States | open-access publisher | public university,1941-1960
http://www.wikidata.org/entity/Q41432,Robert L. Stewart,1942,education,http://www.wikidata.org/entity/Q1230739,University of Texas at Arlington,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q41432,Robert L. Stewart,1942,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q41432,Robert L. Stewart,1942,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1941-1960
http://www.wikidata.org/entity/Q41575,Susan J. Helms,1958,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q41575,Susan J. Helms,1958,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q41575,Susan J. Helms,1958,education,http://www.wikidata.org/entity/Q7138629,Parkrose High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q41575,Susan J. Helms,1958,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q41575,Susan J. Helms,1958,education,http://www.wikidata.org/entity/Q1331280,United States Air Force Academy,2,Field Operating Agency | air force academy,1941-1960
http://www.wikidata.org/entity/Q41597,Joan Higginbotham,1964,education,http://www.wikidata.org/entity/Q7996715,Whitney M. Young Magnet High School,2,magnet school | high school,1961-1980
http://www.wikidata.org/entity/Q41597,Joan Higginbotham,1964,education,http://www.wikidata.org/entity/Q58895465,Women in Space Science Award,1,award,1961-1980
http://www.wikidata.org/entity/Q41597,Joan Higginbotham,1964,education,http://www.wikidata.org/entity/Q1472347,Southern Illinois University Carbondale,2,public educational institution of the United States | public university,1961-1980
http://www.wikidata.org/entity/Q41597,Joan Higginbotham,1964,education,http://www.wikidata.org/entity/Q3152650,Florida Institute of Technology,2,institute of technology | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q41597,Joan Higginbotham,1964,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q41606,Kathryn P. Hire,1959,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1941-1960
http://www.wikidata.org/entity/Q41606,Kathryn P. Hire,1959,education,http://www.wikidata.org/entity/Q3152650,Florida Institute of Technology,2,institute of technology | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q41606,Kathryn P. Hire,1959,education,http://www.wikidata.org/entity/Q6938940,Murphy High School,2,high school | school building,1941-1960
http://www.wikidata.org/entity/Q41632,Marsha Ivins,1951,education,http://www.wikidata.org/entity/Q6998980,Nether Providence High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q41632,Marsha Ivins,1951,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q41632,Marsha Ivins,1951,education,http://www.wikidata.org/entity/Q1206658,University of Colorado,1,university,1941-1960
http://www.wikidata.org/entity/Q426836,Dale Gardner,1948,education,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana–Champaign,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q426836,Dale Gardner,1948,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q426836,Dale Gardner,1948,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1941-1960
http://www.wikidata.org/entity/Q431006,Viktor Savinykh,1940,membership,http://www.wikidata.org/entity/Q4127606,All-Union Society of Philatelists,3,philatelic organization | organization | umbrella organization,1921-1940
http://www.wikidata.org/entity/Q431006,Viktor Savinykh,1940,membership,http://www.wikidata.org/entity/Q4430587,Union of Philatelists of Russia,2,philatelic organization | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q431006,Viktor Savinykh,1940,membership,http://www.wikidata.org/entity/Q4330217,second Civic Chamber of the Russian Federation,1,advisory group,1921-1940
http://www.wikidata.org/entity/Q431006,Viktor Savinykh,1940,education,http://www.wikidata.org/entity/Q2333455,Moscow State University of Geodesy and Cartography,1,university,1921-1940
http://www.wikidata.org/entity/Q431006,Viktor Savinykh,1940,employment,http://www.wikidata.org/entity/Q763402,S.P. Korolev Rocket and Space Corporation Energia,3,business | public company | enterprise,1921-1940
http://www.wikidata.org/entity/Q431006,Viktor Savinykh,1940,employment,http://www.wikidata.org/entity/Q2333455,Moscow State University of Geodesy and Cartography,1,university,1921-1940
http://www.wikidata.org/entity/Q432752,Valeri Kubasov,1935,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q432752,Valeri Kubasov,1935,employment,http://www.wikidata.org/entity/Q763402,S.P. Korolev Rocket and Space Corporation Energia,3,business | public company | enterprise,1921-1940
http://www.wikidata.org/entity/Q433046,Leonid Popov,1945,education,http://www.wikidata.org/entity/Q4513575,Chernihiv Higher Military Aviation School of Pilots,3,military unit | flight school | military school,1941-1960
http://www.wikidata.org/entity/Q433046,Leonid Popov,1945,education,http://www.wikidata.org/entity/Q490188,Gagarin Air Force Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q433046,Leonid Popov,1945,education,http://www.wikidata.org/entity/Q1934911,Military Academy of the General Staff of the Armed Forces of Russia,1,military academy,1941-1960
http://www.wikidata.org/entity/Q433337,Linda M. Godwin,1952,education,http://www.wikidata.org/entity/Q16879441,Jackson High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q433337,Linda M. Godwin,1952,employment,http://www.wikidata.org/entity/Q579968,University of Missouri,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q433337,Linda M. Godwin,1952,education,http://www.wikidata.org/entity/Q635118,Southeast Missouri State University,2,public educational institution of the United States | public university,1941-1960
http://www.wikidata.org/entity/Q433337,Linda M. Godwin,1952,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q433337,Linda M. Godwin,1952,education,http://www.wikidata.org/entity/Q579968,University of Missouri,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q433608,Bruce McCandless II,1937,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q433608,Bruce McCandless II,1937,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1921-1940
http://www.wikidata.org/entity/Q433608,Bruce McCandless II,1937,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q433608,Bruce McCandless II,1937,education,http://www.wikidata.org/entity/Q7895505,University of Houston–Clear Lake,2,public educational institution of the United States | university,1921-1940
http://www.wikidata.org/entity/Q433608,Bruce McCandless II,1937,education,http://www.wikidata.org/entity/Q8033193,Woodrow Wilson Classical High School,2,public school | high school,1921-1940
http://www.wikidata.org/entity/Q434205,Jean-Loup Chrétien,1938,membership,http://www.wikidata.org/entity/Q1052501,Association Aéronautique et Astronautique de France,2,organization | learned society,1921-1940
http://www.wikidata.org/entity/Q434205,Jean-Loup Chrétien,1938,membership,http://www.wikidata.org/entity/Q2822342,Académie de l'air et de l'espace,1,organization,1921-1940
http://www.wikidata.org/entity/Q434232,Michael E. Fossum,1957,membership,http://www.wikidata.org/entity/Q17224,Expedition 29,1,expedition to the International Space Station,1941-1960
http://www.wikidata.org/entity/Q434232,Michael E. Fossum,1957,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q434232,Michael E. Fossum,1957,education,http://www.wikidata.org/entity/Q7895505,University of Houston–Clear Lake,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q434232,Michael E. Fossum,1957,education,http://www.wikidata.org/entity/Q6799905,McAllen High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q434232,Michael E. Fossum,1957,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q434232,Michael E. Fossum,1957,education,http://www.wikidata.org/entity/Q49212,Texas A&M University,5,university | land-grant university | public research university | United States senior military college | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q434409,Georgy Shonin,1935,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
http://www.wikidata.org/entity/Q434409,Georgy Shonin,1935,education,http://www.wikidata.org/entity/Q4238545,Krasnodar Higher Military Aviation School of Pilots named after Hero of the Soviet Union A.K. Serov,1,military school,1921-1940
http://www.wikidata.org/entity/Q434409,Georgy Shonin,1935,membership,http://www.wikidata.org/entity/Q1361934,First group of Soviet cosmonauts,2,group of humans | organization,1921-1940
http://www.wikidata.org/entity/Q434409,Georgy Shonin,1935,education,http://www.wikidata.org/entity/Q4174242,Yeysk Higher Military Aviation Institute,2,military unit | military school,1921-1940
http://www.wikidata.org/entity/Q434546,Pyotr Klimuk,1942,education,http://www.wikidata.org/entity/Q490188,Gagarin Air Force Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q434546,Pyotr Klimuk,1942,education,http://www.wikidata.org/entity/Q1935120,V. I. Lenin Military-Political Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q434546,Pyotr Klimuk,1942,education,http://www.wikidata.org/entity/Q4513575,Chernihiv Higher Military Aviation School of Pilots,3,military unit | flight school | military school,1941-1960
http://www.wikidata.org/entity/Q434555,Georgy Grechko,1931,education,http://www.wikidata.org/entity/Q1628544,Baltic State Technical University,1,university,1921-1940
http://www.wikidata.org/entity/Q434555,Georgy Grechko,1931,membership,http://www.wikidata.org/entity/Q4127606,All-Union Society of Philatelists,3,philatelic organization | organization | umbrella organization,1921-1940
http://www.wikidata.org/entity/Q434555,Georgy Grechko,1931,employment,http://www.wikidata.org/entity/Q763402,S.P. Korolev Rocket and Space Corporation Energia,3,business | public company | enterprise,1921-1940
http://www.wikidata.org/entity/Q438844,Gregory Olsen,1945,education,http://www.wikidata.org/entity/Q213439,University of Virginia,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q438844,Gregory Olsen,1945,education,http://www.wikidata.org/entity/Q7332745,Ridgefield Park High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q438844,Gregory Olsen,1945,education,http://www.wikidata.org/entity/Q1393301,Fairleigh Dickinson University,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q440178,Vyacheslav Zudov,1942,education,http://www.wikidata.org/entity/Q490188,Gagarin Air Force Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q440178,Vyacheslav Zudov,1942,education,http://www.wikidata.org/entity/Q4076513,Balashov Higher Military Aviation School of Pilots,1,military school,1941-1960
http://www.wikidata.org/entity/Q440251,Michael Barratt,1959,education,http://www.wikidata.org/entity/Q5024993,Camas High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q440251,Michael Barratt,1959,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q440251,Michael Barratt,1959,education,http://www.wikidata.org/entity/Q219563,University of Washington,1,public university,1941-1960
http://www.wikidata.org/entity/Q440251,Michael Barratt,1959,education,http://www.wikidata.org/entity/Q2002085,Wright State University,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q440251,Michael Barratt,1959,education,http://www.wikidata.org/entity/Q5441562,Feinberg School of Medicine,1,medical school,1941-1960
http://www.wikidata.org/entity/Q440266,Dominic A. Antonelli,1967,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q440266,Dominic A. Antonelli,1967,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1961-1980
http://www.wikidata.org/entity/Q440266,Dominic A. Antonelli,1967,education,http://www.wikidata.org/entity/Q14707912,Douglas Byrd High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q440266,Dominic A. Antonelli,1967,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q440266,Dominic A. Antonelli,1967,education,http://www.wikidata.org/entity/Q219563,University of Washington,1,public university,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q635078,United States Army War College,3,Direct Reporting Unit | military school | staff college,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q1481050,London Business School,3,higher education institution | educational organization | business school,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q6800117,McCallum High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q864855,Georgia Tech,3,public research university | institute of technology | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,membership,http://www.wikidata.org/entity/Q15819800,Expedition 46,1,expedition to the International Space Station,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q9219,United States Military Academy,4,military academy | Direct Reporting Unit | military museum | public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q440303,Timothy Kopra,1963,education,http://www.wikidata.org/entity/Q907481,Columbia Business School,2,publishing company | business school,1961-1980
http://www.wikidata.org/entity/Q44059568,Joshua Kutryk,1982,education,http://www.wikidata.org/entity/Q2565941,Royal Military College of Canada,2,military academy | university in Ontario,1981-2000
http://www.wikidata.org/entity/Q44059568,Joshua Kutryk,1982,education,http://www.wikidata.org/entity/Q407875,Air University,2,university | staff college,1981-2000
http://www.wikidata.org/entity/Q44059568,Joshua Kutryk,1982,education,http://www.wikidata.org/entity/Q3052113,Embry–Riddle Aeronautical University,3,private not-for-profit educational institution | open-access publisher | university,1981-2000
http://www.wikidata.org/entity/Q441017,Ronald J. Garan,1961,education,http://www.wikidata.org/entity/Q501758,University of Florida,5,public research university | public educational institution of the United States | open-access publisher | land-grant university | public university,1961-1980
http://www.wikidata.org/entity/Q441017,Ronald J. Garan,1961,education,http://www.wikidata.org/entity/Q3052113,Embry–Riddle Aeronautical University,3,private not-for-profit educational institution | open-access publisher | university,1961-1980
http://www.wikidata.org/entity/Q441017,Ronald J. Garan,1961,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q441017,Ronald J. Garan,1961,education,http://www.wikidata.org/entity/Q4146980,State University of New York at Oneonta,3,liberal arts college | public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q442233,Richard H. Truly,1937,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q442233,Richard H. Truly,1937,education,http://www.wikidata.org/entity/Q864855,Georgia Tech,3,public research university | institute of technology | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q442233,Richard H. Truly,1937,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q442233,Richard H. Truly,1937,membership,http://www.wikidata.org/entity/Q1493021,National Academy of Engineering,1,academy of sciences,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q326465,Supreme Soviet of the Soviet Union,1,bicameral legislature,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q4538835,Yaroslavl Oblast Duma,1,regional parliament of Russia,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,membership,http://www.wikidata.org/entity/Q1971373,Central Committee of the Communist Party of the Soviet Union,2,Central Committee | CPSU body,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q1643162,Presidium of the Supreme Soviet,3,permanent commission | collective head of state | presidium,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q3849241,Union of Soviet Societies for Friendship and Cultural Relations with Foreign Countries,1,organization,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q4538916,Q4538916,1,enterprise,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,membership,http://www.wikidata.org/entity/Q4146582,6th State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,membership,http://www.wikidata.org/entity/Q1354497,World Peace Council,2,international organization | non-governmental organization,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q269668,Vostok 6,3,Vostok | crewed spacecraft | human spaceflight,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q715641,State Duma,4,elected legislative house | lower house | duma | fictional government body,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,employment,http://www.wikidata.org/entity/Q4239585,Krasny Perekop Factory,1,enterprise,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,membership,http://www.wikidata.org/entity/Q106638694,8th State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q44371,Valentina Tereshkova,1937,membership,http://www.wikidata.org/entity/Q26708541,7th State Duma of the Russian Federation,1,legislative term,1921-1940
http://www.wikidata.org/entity/Q443994,Joseph P. Allen,1937,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q443994,Joseph P. Allen,1937,education,http://www.wikidata.org/entity/Q1179599,DePauw University,2,liberal arts college | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q443994,Joseph P. Allen,1937,membership,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,4,academic publisher | organization | learned society | honor society,1921-1940
http://www.wikidata.org/entity/Q443994,Joseph P. Allen,1937,education,http://www.wikidata.org/entity/Q49112,Yale University,6,research university | private university | Colonial Colleges | academic publisher | production company | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q443994,Joseph P. Allen,1937,education,http://www.wikidata.org/entity/Q5182943,Crawfordsville Senior High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q446243,Millie Hughes-Fulford,1945,education,http://www.wikidata.org/entity/Q3551554,Tarleton State University,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q446243,Millie Hughes-Fulford,1945,education,http://www.wikidata.org/entity/Q3468361,Texas Woman's University,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q446531,Aleksandr Ivanchenkov,1940,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q446531,Aleksandr Ivanchenkov,1940,employment,http://www.wikidata.org/entity/Q763402,S.P. Korolev Rocket and Space Corporation Energia,3,business | public company | enterprise,1921-1940
http://www.wikidata.org/entity/Q446692,Dumitru Prunariu,1952,education,http://www.wikidata.org/entity/Q5609041,Grigore Moisil National College of Computer Science,1,school,1941-1960
http://www.wikidata.org/entity/Q446692,Dumitru Prunariu,1952,membership,http://www.wikidata.org/entity/Q263263,International Academy of Astronautics,1,international non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q446692,Dumitru Prunariu,1952,education,http://www.wikidata.org/entity/Q1465448,Politehnica University of Bucharest,1,university,1941-1960
http://www.wikidata.org/entity/Q446720,Yury Romanenko,1944,education,http://www.wikidata.org/entity/Q4513575,Chernihiv Higher Military Aviation School of Pilots,3,military unit | flight school | military school,1941-1960
http://www.wikidata.org/entity/Q446917,Joseph P. Kerwin,1932,education,http://www.wikidata.org/entity/Q5441562,Feinberg School of Medicine,1,medical school,1921-1940
http://www.wikidata.org/entity/Q446917,Joseph P. Kerwin,1932,education,http://www.wikidata.org/entity/Q2620177,College of the Holy Cross,3,liberal arts college | private not-for-profit educational institution | university,1921-1940
http://www.wikidata.org/entity/Q446917,Joseph P. Kerwin,1932,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q446917,Joseph P. Kerwin,1932,education,http://www.wikidata.org/entity/Q16836536,Fenwick High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q446917,Joseph P. Kerwin,1932,education,http://www.wikidata.org/entity/Q309350,Northwestern University,3,research institute | private not-for-profit educational institution | university,1921-1940
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,education,http://www.wikidata.org/entity/Q4785641,Archbishop Ryan High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,employment,http://www.wikidata.org/entity/Q66,Boeing,6,public company | enterprise | business | rail vehicle manufacturer | aerospace manufacturer | organization,1961-1980
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,education,http://www.wikidata.org/entity/Q603034,Drexel University,2,private not-for-profit educational institution | research university,1961-1980
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1961-1980
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,education,http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School,5,university campus | military university | public educational institution of the United States | open-access publisher | staff college,1961-1980
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,membership,http://www.wikidata.org/entity/Q1913258,Max Q,1,musical group,1961-1980
http://www.wikidata.org/entity/Q447057,Christopher Ferguson,1961,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q447264,Clayton Anderson,1959,education,http://www.wikidata.org/entity/Q1136919,Iowa State University,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q447264,Clayton Anderson,1959,education,http://www.wikidata.org/entity/Q5680304,Hastings College,1,private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q447264,Clayton Anderson,1959,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q447304,Rex J. Walheim,1962,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q447304,Rex J. Walheim,1962,education,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",4,public research university | United Nations Depository Library | public educational institution of the United States | land-grant university,1961-1980
http://www.wikidata.org/entity/Q447304,Rex J. Walheim,1962,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1961-1980
http://www.wikidata.org/entity/Q447304,Rex J. Walheim,1962,education,http://www.wikidata.org/entity/Q1472358,University of Houston,2,public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q447334,George D. Zamka,1962,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1961-1980
http://www.wikidata.org/entity/Q447334,George D. Zamka,1962,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1961-1980
http://www.wikidata.org/entity/Q447334,George D. Zamka,1962,education,http://www.wikidata.org/entity/Q3152650,Florida Institute of Technology,2,institute of technology | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q447334,George D. Zamka,1962,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q447334,George D. Zamka,1962,education,http://www.wikidata.org/entity/Q7353940,Rochester Adams High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q448243,Lee Archambault,1960,education,http://www.wikidata.org/entity/Q7252765,Proviso West High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q448243,Lee Archambault,1960,education,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana–Champaign,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q448243,Lee Archambault,1960,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q448320,David Saint-Jacques,1970,education,http://www.wikidata.org/entity/Q1067935,Laval University,3,public research university | university in Quebec | open-access publisher,1961-1980
http://www.wikidata.org/entity/Q448320,David Saint-Jacques,1970,education,http://www.wikidata.org/entity/Q35794,University of Cambridge,4,educational organization | public research university | collegiate university | organization,1961-1980
http://www.wikidata.org/entity/Q448320,David Saint-Jacques,1970,education,http://www.wikidata.org/entity/Q738960,Collège de Montréal,1,high school,1961-1980
http://www.wikidata.org/entity/Q448320,David Saint-Jacques,1970,education,http://www.wikidata.org/entity/Q392189,Université de Montréal,2,public research university | university in Quebec,1961-1980
http://www.wikidata.org/entity/Q448470,Steven Lindsey,1960,education,http://www.wikidata.org/entity/Q14684100,Temple City High School,2,public school | high school,1941-1960
http://www.wikidata.org/entity/Q448470,Steven Lindsey,1960,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q448470,Steven Lindsey,1960,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
