uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q1018622,Byron K. Lichtenberg,1948,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q1018622,Byron K. Lichtenberg,1948,education,http://www.wikidata.org/entity/Q49114,Brown University,5,research university | private university | Colonial Colleges | academic publisher | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q1018622,Byron K. Lichtenberg,1948,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q10340525,Oleg Kononenko,1938,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q10340525,Oleg Kononenko,1938,employment,http://www.wikidata.org/entity/Q282717,Gromov Flight Research Institute,5,facility | research institute | publishing company | research center | aerodrome,1921-1940
http://www.wikidata.org/entity/Q10340525,Oleg Kononenko,1938,education,http://www.wikidata.org/entity/Q55149460,Fedotov Test Pilot School,2,educational institution | educational organization,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,education,http://www.wikidata.org/entity/Q9219,United States Military Academy,4,military academy | Direct Reporting Unit | military museum | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,education,http://www.wikidata.org/entity/Q7586750,St. Albans School,3,university-preparatory school | educational institution | school,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,employment,http://www.wikidata.org/entity/Q131626,Smithsonian Institution,3,institution | museum | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,education,http://www.wikidata.org/entity/Q4671107,Academia del Perpetuo Socorro,1,school,1921-1940
http://www.wikidata.org/entity/Q104859,Michael Collins,1930,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q104865,Vladimir Komarov,1927,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
http://www.wikidata.org/entity/Q104865,Vladimir Komarov,1927,education,http://www.wikidata.org/entity/Q4238545,Krasnodar Higher Military Aviation School of Pilots named after Hero of the Soviet Union A.K. Serov,1,military school,1921-1940
http://www.wikidata.org/entity/Q104865,Vladimir Komarov,1927,education,http://www.wikidata.org/entity/Q4094046,Borisoglebsk Higher Aviators School,1,military school,1921-1940
http://www.wikidata.org/entity/Q104865,Vladimir Komarov,1927,membership,http://www.wikidata.org/entity/Q1361934,First group of Soviet cosmonauts,2,group of humans | organization,1921-1940
http://www.wikidata.org/entity/Q105627106,Hayley Arceneaux,1991,employment,http://www.wikidata.org/entity/Q1164246,St. Jude Children's Research Hospital,3,research institute | nonprofit organization | children's hospital,1981-2000
http://www.wikidata.org/entity/Q106286882,Christopher Sembroski,1979,education,http://www.wikidata.org/entity/Q5370252,"Embry–Riddle Aeronautical University, Daytona Beach",1,private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q106286882,Christopher Sembroski,1979,employment,http://www.wikidata.org/entity/Q7240,Lockheed Martin,5,public company | enterprise | defense contractor | business | organization,1961-1980
http://www.wikidata.org/entity/Q106286882,Christopher Sembroski,1979,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,United States federal agency | air force,1961-1980
http://www.wikidata.org/entity/Q106286882,Christopher Sembroski,1979,employment,http://www.wikidata.org/entity/Q885836,Blue Origin,3,business | launch service provider | enterprise,1961-1980
http://www.wikidata.org/entity/Q1064074,Charles D. Walker,1948,education,http://www.wikidata.org/entity/Q217741,Purdue University,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q1064149,Charles D. Gemar,1955,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q1064149,Charles D. Gemar,1955,education,http://www.wikidata.org/entity/Q9219,United States Military Academy,4,military academy | Direct Reporting Unit | military museum | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q106460806,Nora Al Matrooshi,1993,membership,http://www.wikidata.org/entity/Q466950,American Society of Mechanical Engineers,3,academic publisher | engineering society | regulatory college,1981-2000
http://www.wikidata.org/entity/Q106460806,Nora Al Matrooshi,1993,education,http://www.wikidata.org/entity/Q1544739,United Arab Emirates University,1,university,1981-2000
http://www.wikidata.org/entity/Q106460806,Nora Al Matrooshi,1993,employment,http://www.wikidata.org/entity/Q166729,Abu Dhabi National Oil Company,1,state-owned enterprise,1981-2000
http://www.wikidata.org/entity/Q106460806,Nora Al Matrooshi,1993,employment,http://www.wikidata.org/entity/Q5372572,Mohammed bin Rashid Space Centre,2,institute | space center,1981-2000
http://www.wikidata.org/entity/Q1065133,Charles J. Precourt,1955,education,http://www.wikidata.org/entity/Q5928707,Hudson High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q1065133,Charles J. Precourt,1955,education,http://www.wikidata.org/entity/Q1331280,United States Air Force Academy,2,Field Operating Agency | air force academy,1941-1960
http://www.wikidata.org/entity/Q1065133,Charles J. Precourt,1955,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q1065133,Charles J. Precourt,1955,education,http://www.wikidata.org/entity/Q575662,Naval War College,3,university campus | staff college | naval academy,1941-1960
http://www.wikidata.org/entity/Q1065133,Charles J. Precourt,1955,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q107247663,Omar Muhammad Al-Sayed Fikry,1965,education,http://www.wikidata.org/entity/Q194445,Cairo University,2,university | public university,1961-1980
http://www.wikidata.org/entity/Q107247663,Omar Muhammad Al-Sayed Fikry,1965,education,http://www.wikidata.org/entity/Q1424632,Alexandria University,1,public university,1961-1980
http://www.wikidata.org/entity/Q107258209,Tang Hongbo,1975,education,http://www.wikidata.org/entity/Q10873057,PLA Air Force Aviation University,2,military university | military academy,1961-1980
http://www.wikidata.org/entity/Q107401704,Dianne Kasnic Prinz,1938,education,http://www.wikidata.org/entity/Q24765552,Ambridge Area High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q107667,John Young,1930,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1921-1940
http://www.wikidata.org/entity/Q107667,John Young,1930,education,http://www.wikidata.org/entity/Q864855,Georgia Tech,3,public research university | institute of technology | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q107667,John Young,1930,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,membership,http://www.wikidata.org/entity/Q1913258,Max Q,1,musical group,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,membership,http://www.wikidata.org/entity/Q1654890,Expedition 35,1,expedition to the International Space Station,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,employment,http://www.wikidata.org/entity/Q212227,Canadian Space Agency,2,Canadian federal department or agency | space agency,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,education,http://www.wikidata.org/entity/Q7896423,University of Tennessee Space Institute,1,university,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,education,http://www.wikidata.org/entity/Q6861060,Milton District High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,education,http://www.wikidata.org/entity/Q2565941,Royal Military College of Canada,2,military academy | university in Ontario,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,education,http://www.wikidata.org/entity/Q1049470,University of Waterloo,3,public research university | open-access publisher | university in Ontario,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,education,http://www.wikidata.org/entity/Q7995160,White Oaks Secondary School,1,high school,1941-1960
http://www.wikidata.org/entity/Q1076962,Chris Hadfield,1959,education,http://www.wikidata.org/entity/Q1813315,Royal Roads University,1,university in British Columbia,1941-1960
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,employment,http://www.wikidata.org/entity/Q190080,Carnegie Mellon University,3,private not-for-profit educational institution | research university | private university,1961-1980
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1961-1980
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,employment,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,employment,http://www.wikidata.org/entity/Q6806791,Medidata Solutions,2,public company | business,1961-1980
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,education,http://www.wikidata.org/entity/Q190080,Carnegie Mellon University,3,private not-for-profit educational institution | research university | private university,1961-1980
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,employment,http://www.wikidata.org/entity/Q1172038,Dassault Systèmes,4,organization | enterprise | software company | corporation,1961-1980
http://www.wikidata.org/entity/Q108710624,Glen de Vries,1972,employment,http://www.wikidata.org/entity/Q2415975,Columbia University Irving Medical Center,1,hospital,1961-1980
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,1935,membership,http://www.wikidata.org/entity/Q40358,American Association for the Advancement of Science,4,international organization | nonprofit organization | academic publisher | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,1935,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,1935,employment,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,3,public research university | public educational institution of the United States | land-grant university,1921-1940
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,1935,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,1935,education,http://www.wikidata.org/entity/Q486156,University of Oslo,2,open-access publisher | public university,1921-1940
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,1935,education,http://www.wikidata.org/entity/Q161562,California Institute of Technology,2,private not-for-profit educational institution | university,1921-1940
http://www.wikidata.org/entity/Q109490108,Oleg Platonov,1986,employment,http://www.wikidata.org/entity/Q190795,Roscosmos State Corporation,3,state-owned enterprise | Federal Agency | space agency,1981-2000
http://www.wikidata.org/entity/Q109490152,Sergei Mikayev,1986,education,http://www.wikidata.org/entity/Q24932362,Krasnodar Higher Military School named after General of the Army S. Shtemenko,3,educational institution | university | academic institution,1981-2000
http://www.wikidata.org/entity/Q109490367,Alexey Zubritsky,1992,employment,http://www.wikidata.org/entity/Q190795,Roscosmos State Corporation,3,state-owned enterprise | Federal Agency | space agency,1981-2000
http://www.wikidata.org/entity/Q109490367,Alexey Zubritsky,1992,education,http://www.wikidata.org/entity/Q4496355,Kozhedub University of the Air Force,4,military unit | military university | open-access publisher | educational institution,1981-2000
http://www.wikidata.org/entity/Q109490367,Alexey Zubritsky,1992,membership,http://www.wikidata.org/entity/Q108907880,Roscosmos Cosmonaut Corps,2,group of humans | organization,1981-2000
http://www.wikidata.org/entity/Q109491693,Yury Prikhod'ko,1953,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q109491693,Yury Prikhod'ko,1953,education,http://www.wikidata.org/entity/Q730282,Yuri Gagarin Cosmonaut Training Center,1,educational organization,1941-1960
http://www.wikidata.org/entity/Q109491693,Yury Prikhod'ko,1953,education,http://www.wikidata.org/entity/Q4217985,Kacha Higher Military Aviation School of Pilots,2,military unit | military school,1941-1960
http://www.wikidata.org/entity/Q109491693,Yury Prikhod'ko,1953,education,http://www.wikidata.org/entity/Q55149460,Fedotov Test Pilot School,2,educational institution | educational organization,1941-1960
http://www.wikidata.org/entity/Q109493060,Konstantin Borisov,1984,membership,http://www.wikidata.org/entity/Q108907880,Roscosmos Cosmonaut Corps,2,group of humans | organization,1981-2000
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,employment,http://www.wikidata.org/entity/Q5020617,California Hospital Medical Center,2,Christian organization | hospital,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,United States federal agency | air force,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,employment,http://www.wikidata.org/entity/Q1052562,Cedars-Sinai Medical Center,4,academic medical centre | educational institution | non-profit hospital | trauma centre,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,education,http://www.wikidata.org/entity/Q7591219,St. Paul Academy and Summit School,1,school,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,membership,http://www.wikidata.org/entity/Q4638258,Space Launch Delta 45,1,delta,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,education,http://www.wikidata.org/entity/Q4115969,Stanford University School of Medicine,1,medical school,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,education,http://www.wikidata.org/entity/Q921264,University of Texas Medical Branch,4,research institute | public educational institution of the United States | hospital | medical school,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,membership,http://www.wikidata.org/entity/Q2809179,173rd Fighter Wing,1,fighter wing,1961-1980
http://www.wikidata.org/entity/Q109950137,Anil Menon,1976,employment,http://www.wikidata.org/entity/Q193701,SpaceX,4,business | launch service provider | aerospace manufacturer | organization,1961-1980
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,education,http://www.wikidata.org/entity/Q1331280,United States Air Force Academy,2,Field Operating Agency | air force academy,1981-2000
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,education,http://www.wikidata.org/entity/Q842909,Rice University,3,private not-for-profit educational institution | research university | private university,1981-2000
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,education,http://www.wikidata.org/entity/Q8032866,Woodland Park High School,1,high school,1981-2000
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,membership,http://www.wikidata.org/entity/Q2818680,90th Fighter Squadron,1,fighter squadron,1981-2000
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,United States federal agency | air force,1981-2000
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1981-2000
http://www.wikidata.org/entity/Q109952150,Nichole Ayers,1988,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,education,http://www.wikidata.org/entity/Q109965949,Antilles High School,1,secondary school,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,membership,http://www.wikidata.org/entity/Q4637542,413th Flight Test Squadron,1,military unit,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,United States federal agency | air force,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109952432,Marcos Berríos,1984,membership,http://www.wikidata.org/entity/Q4548650,129th Rescue Squadron,1,squadron,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,employment,http://www.wikidata.org/entity/Q11224,United States Coast Guard,3,federal law enforcement agency of the United States | sea rescue organization | coast guard,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,education,http://www.wikidata.org/entity/Q650935,United States Coast Guard Academy,4,public educational institution of the United States | military school | coast guard academy | military academy,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,education,http://www.wikidata.org/entity/Q7987636,Western Branch High School,1,high school,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,education,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public research university | public educational institution of the United States,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,education,http://www.wikidata.org/entity/Q432637,George Washington University,4,private not-for-profit educational institution | open-access publisher | research university | private university,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,education,http://www.wikidata.org/entity/Q193727,Johns Hopkins University,4,research institute | private not-for-profit educational institution | open-access publisher | university,1981-2000
http://www.wikidata.org/entity/Q109953238,Andre Douglas,1986,employment,http://www.wikidata.org/entity/Q249373,Johns Hopkins University Applied Physics Laboratory,4,laboratory | University Affiliated Research Center | defense contractor | nonprofit organization,1981-2000
http://www.wikidata.org/entity/Q109953976,Deniz Burnham,1985,employment,http://www.wikidata.org/entity/Q11220,United States Navy,1,navy,1981-2000
http://www.wikidata.org/entity/Q109953976,Deniz Burnham,1985,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109953976,Deniz Burnham,1985,education,http://www.wikidata.org/entity/Q18159052,Vanden High School,2,public school | secondary school,1981-2000
http://www.wikidata.org/entity/Q109953976,Deniz Burnham,1985,education,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",2,public educational institution of the United States | public university,1981-2000
http://www.wikidata.org/entity/Q109953976,Deniz Burnham,1985,education,http://www.wikidata.org/entity/Q4614,University of Southern California,4,research university | private university | private not-for-profit educational institution | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,education,http://www.wikidata.org/entity/Q575662,Naval War College,3,university campus | staff college | naval academy,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,membership,http://www.wikidata.org/entity/Q7906854,Strike Fighter Squadron 34,1,squadron,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,employment,http://www.wikidata.org/entity/Q11220,United States Navy,1,navy,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,membership,http://www.wikidata.org/entity/Q7907676,Air Test and Evaluation Squadron 31,1,United States Navy aviation unit,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,education,http://www.wikidata.org/entity/Q4982578,Buchanan High School,2,public school | high school,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,membership,http://www.wikidata.org/entity/Q7906834,Strike Fighter Squadron 151,1,squadron,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,education,http://www.wikidata.org/entity/Q503419,University of Arizona,4,public educational institution of the United States | open-access publisher | land-grant university | public university,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1981-2000
http://www.wikidata.org/entity/Q109954037,Jessica Wittner,1983,education,http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School,5,university campus | military university | public educational institution of the United States | open-access publisher | staff college,1981-2000
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,education,http://www.wikidata.org/entity/Q1473796,University of North Florida,2,public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,employment,http://www.wikidata.org/entity/Q11218,United States Marine Corps,1,marines,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,education,http://www.wikidata.org/entity/Q5254865,Deltona High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,education,http://www.wikidata.org/entity/Q7715757,The Basic School,3,census-designated place in the United States | military infantry school | military training center,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,employment,http://www.wikidata.org/entity/Q618731,Langley Research Center,4,research institute | building complex | research center | NASA facility,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,education,http://www.wikidata.org/entity/Q6764126,Marine Corps University,2,university | staff college,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,education,http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School,5,university campus | military university | public educational institution of the United States | open-access publisher | staff college,1961-1980
http://www.wikidata.org/entity/Q109968497,Luke Delaney,1979,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1961-1980
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,education,http://www.wikidata.org/entity/Q3428915,Empire Test Pilots' School,2,flight school | educational institution,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,education,http://www.wikidata.org/entity/Q181177,Cranfield University,4,organization | higher education institution | educational organization | university,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,employment,http://www.wikidata.org/entity/Q11220,United States Navy,1,navy,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,education,http://www.wikidata.org/entity/Q7568951,South Windsor High School,1,high school,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,membership,http://www.wikidata.org/entity/Q7906832,Strike Fighter Squadron 14,1,squadron,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,membership,http://www.wikidata.org/entity/Q7906830,Strike Fighter Squadron 136,1,squadron,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,membership,http://www.wikidata.org/entity/Q7906850,Strike Fighter Squadron 81,1,squadron,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1981-2000
http://www.wikidata.org/entity/Q109968900,Jack Hathaway,1982,education,http://www.wikidata.org/entity/Q575662,Naval War College,3,university campus | staff college | naval academy,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,membership,http://www.wikidata.org/entity/Q85204076,NASA Astronaut Group 23,1,group of humans,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,education,http://www.wikidata.org/entity/Q49121,Harvard Medical School,1,medical school,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,education,http://www.wikidata.org/entity/Q6905657,Montgomery Blair High School,2,high school | school building,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,employment,http://www.wikidata.org/entity/Q49121,Harvard Medical School,1,medical school,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,membership,http://www.wikidata.org/entity/Q1069076,American Association of Physicists in Medicine,1,scientific society,1981-2000
http://www.wikidata.org/entity/Q109969080,Christopher Williams,1983,employment,http://www.wikidata.org/entity/Q1499258,United States Naval Research Laboratory,2,military unit | research institute,1981-2000
http://www.wikidata.org/entity/Q1100024,Clemens Lothaller,1963,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1961-1980
http://www.wikidata.org/entity/Q1100024,Clemens Lothaller,1963,membership,http://www.wikidata.org/entity/Q22691226,Katholische Österreichische Studentenverbindung Austria-Wien,1,"Studentenverbindung, catholic",1961-1980
http://www.wikidata.org/entity/Q110450,Wally Schirra,1923,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1921-1940
http://www.wikidata.org/entity/Q110450,Wally Schirra,1923,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1921-1940
http://www.wikidata.org/entity/Q110450,Wally Schirra,1923,membership,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q110450,Wally Schirra,1923,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q110450,Wally Schirra,1923,education,http://www.wikidata.org/entity/Q5318218,Dwight Morrow High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q110450,Wally Schirra,1923,education,http://www.wikidata.org/entity/Q3272013,New Jersey Institute of Technology,3,public research university | institute of technology | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q110879,Gus Grissom,1926,education,http://www.wikidata.org/entity/Q6881239,Mitchell High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q110879,Gus Grissom,1926,membership,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
